,ABC News,CBS News,NBC News,NPR,Rush Limbaugh Show (radio),Sean Hannity Show (radio),Washington Post,The New York Times,HuffPost,Breitbart,BBC,Time,Univision,Vice,Daily Caller,Fox News,MSNBC,CNN,PBS,The Wall Street Journal,USA Today,Politico,BuzzFeed,Newsweek,Business Insider,Vox,The Hill,Washington Examiner,New York Post,The Guardian,Opinion of Trump,Party,Social Media Usage,Weights,Age/Sex Category
7328,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0.76,Republican,Never,87.0,3.0
7329,2,2,2,2,0,0,2,2,2,0,2,2,0,0,0,2,2,2,2,2,2,0,0,2,0,0,0,2,2,0,-0.1,Independent,Hardly Ever,131.0,4.0
7330,2,2,2,1,0,0,2,2,2,0,2,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.82,Independent,Sometimes,160.0,3.0
7331,2,2,2,0,0,0,2,1,2,0,1,2,0,2,0,2,2,2,0,2,2,2,0,0,0,2,2,0,2,2,0.0,Independent,Never,784.0,1.0
7332,2,2,2,2,2,2,2,2,2,2,2,1,2,0,1,1,2,1,2,2,0,2,0,2,0,2,1,0,0,0,1.0,Republican,Hardly Ever,119.0,7.0
7333,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,2,0,2,0,0,2,0,2,0,0.5,Independent,Hardly Ever,228.0,7.0
7334,2,2,2,0,0,0,0,2,0,0,2,2,0,0,0,2,2,2,2,2,2,0,2,2,0,0,0,0,2,0,0.58,Republican,Hardly Ever,184.0,6.0
7335,1,1,1,2,2,2,2,2,1,2,2,2,0,0,0,2,2,1,2,2,2,2,2,2,0,0,0,0,2,2,-0.8,Independent,Never,149.0,5.0
7336,1,1,1,2,2,2,2,2,2,0,2,2,2,2,0,2,2,1,1,2,1,0,2,2,2,0,0,0,2,2,-1.0,Democrat,Hardly Ever,179.0,4.0
7337,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,-0.86,Independent,Often,809.0,3.0
7338,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,2,0,-1.0,Independent,Hardly Ever,538.0,4.0
7339,1,2,2,0,2,2,2,2,2,0,2,2,0,0,0,2,0,2,2,2,2,0,0,2,0,0,0,2,2,0,1.0,Republican,Never,406.0,8.0
7340,2,2,2,2,2,0,2,2,2,0,2,2,0,2,0,2,2,2,2,2,2,0,1,2,2,2,0,0,2,2,-1.0,Democrat,Often,97.0,2.0
7341,2,1,2,0,2,0,2,0,0,2,2,0,0,0,0,1,0,0,2,2,1,2,2,2,0,0,2,0,0,0,0.5,Independent,Never,60.0,7.0
7342,2,1,1,1,2,2,1,1,2,2,1,2,2,0,0,2,1,1,1,2,2,1,2,1,2,2,1,2,2,2,-1.0,Democrat,Never,130.0,7.0
7343,2,2,2,0,2,2,2,2,0,0,2,2,0,0,0,1,1,1,2,2,2,2,2,2,0,0,0,0,2,0,-1.0,Democrat,Hardly Ever,136.0,4.0
7344,1,2,2,1,1,2,1,1,2,2,2,2,0,0,0,1,2,2,1,1,2,2,2,2,0,0,2,0,2,2,0.5,Republican,Never,101.0,7.0
7345,1,1,1,0,2,0,2,2,2,0,2,2,0,0,0,1,2,2,2,2,2,0,2,2,2,0,2,2,2,2,0.4,Democrat,Never,186.0,6.0
7346,1,1,2,2,2,2,2,2,2,2,2,2,0,0,2,1,2,2,2,2,2,2,2,2,2,0,2,0,2,2,1.0,Republican,Sometimes,547.0,6.0
7347,2,2,2,2,2,2,2,2,2,0,2,2,0,0,0,2,2,2,2,2,2,0,2,2,2,0,0,2,2,2,0.5,Republican,Hardly Ever,526.0,4.0
7348,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Independent,Never,716.0,4.0
7349,1,1,1,0,2,2,2,1,2,0,2,2,0,0,0,1,2,1,2,1,1,0,2,2,2,0,0,0,2,2,0.3,Republican,Sometimes,126.0,6.0
7350,1,1,1,1,2,2,1,1,2,2,1,2,2,0,0,2,1,1,1,2,1,2,1,2,1,2,0,2,2,2,-1.0,Democrat,Never,134.0,8.0
7351,1,1,1,1,2,2,2,2,2,2,2,2,2,0,0,1,2,1,2,2,2,2,2,2,2,0,0,2,2,2,0.0,4.0,Never,142.0,5.0
7352,2,1,1,2,1,1,2,2,2,1,2,2,2,1,2,1,1,1,2,2,2,2,1,2,0,2,2,0,2,2,1.0,Republican,Often,203.0,7.0
7353,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2,2,1,2,2,2,-1.0,Democrat,Often,67.0,1.0
7354,1,2,1,0,2,0,2,2,0,0,2,2,0,0,0,2,2,2,2,2,2,0,0,2,0,0,0,0,0,0,-0.4,Democrat,Never,435.0,8.0
7355,1,1,1,2,2,2,1,1,2,0,1,2,2,2,0,2,2,2,1,2,2,2,2,2,2,2,0,0,2,2,-1.0,Independent,Never,191.0,6.0
7356,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Independent,Hardly Ever,288.0,3.0
7357,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0.36,Independent,999,252.0,7.0
7358,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,Republican,Hardly Ever,244.0,5.0
7359,2,2,2,2,0,0,2,2,2,0,2,2,0,2,0,2,2,1,2,2,2,0,2,2,2,0,0,0,2,0,0.4,Democrat,Never,202.0,1.0
7360,1,1,1,2,0,2,2,1,2,2,2,1,2,0,0,1,2,2,2,2,2,0,2,2,0,0,0,0,2,2,-1.0,Democrat,Never,190.0,6.0
7361,1,1,1,2,2,2,0,2,2,2,1,2,0,0,0,1,1,1,1,2,2,2,1,2,0,0,0,0,2,0,-1.0,Independent,Often,103.0,8.0
7362,1,1,1,1,2,2,1,1,1,2,1,1,2,1,2,2,1,1,2,1,2,2,2,2,2,1,1,2,2,2,-1.0,Democrat,Sometimes,120.0,1.0
7363,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,0,2,2,2,2,2,-1.0,Democrat,Often,237.0,3.0
7364,2,2,1,1,0,0,2,1,2,2,1,2,0,0,2,2,1,1,1,2,2,1,2,2,0,0,2,0,0,1,-1.0,Democrat,Often,290.0,8.0
7365,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,0,2,2,2,0,0,0,2,2,0.0,Independent,Never,92.0,8.0
7366,2,1,1,1,2,0,1,2,1,2,2,2,1,2,0,0,2,1,1,2,2,2,2,2,2,2,2,2,0,2,-1.0,Democrat,Hardly Ever,72.0,5.0
7367,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,0,2,2,-0.9,Independent,Hardly Ever,149.0,3.0
7368,2,2,1,2,2,0,2,2,2,0,2,2,0,0,0,2,2,2,2,2,2,0,0,2,0,0,0,0,2,0,-0.5,Independent,Sometimes,330.0,4.0
7369,2,2,2,2,2,2,1,1,2,2,1,2,2,2,0,1,2,2,1,2,2,2,2,2,2,2,0,0,2,2,-0.5,Independent,Hardly Ever,801.0,4.0
7370,1,1,1,0,2,0,2,2,0,0,0,2,0,0,0,2,2,2,2,2,2,0,2,1,0,0,0,0,2,0,-0.3,Independent,Often,278.0,4.0
7371,2,2,2,1,0,2,2,1,2,0,2,2,0,1,0,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2,-0.4,Independent,Sometimes,925.0,2.0
7372,2,2,2,2,2,2,2,2,2,1,1,2,0,0,0,2,2,2,2,1,2,2,2,2,1,2,0,0,0,1,0.2,Independent,Never,149.0,3.0
7373,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,-0.5,Independent,Often,208.0,3.0
7374,2,2,2,2,0,0,2,2,0,0,2,2,0,0,0,2,2,2,2,2,2,0,0,2,0,0,0,0,0,0,-1.0,Independent,Never,74.0,7.0
7375,1,1,2,2,0,0,1,1,2,0,2,1,2,2,0,1,2,1,2,1,1,2,2,2,2,2,0,2,2,2,-0.9,Democrat,Sometimes,286.0,1.0
7376,2,1,2,2,2,2,1,1,2,2,2,2,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,2,2,-0.5,Democrat,Never,130.0,8.0
7377,1,1,1,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,1,2,2,0,2,2,2,0,0,0,2,0,-0.4,Democrat,Sometimes,249.0,3.0
7378,2,2,1,0,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0.2,Republican,Sometimes,128.0,6.0
7379,2,2,2,2,1,2,2,2,2,2,2,2,0,0,2,1,2,2,2,1,2,2,0,2,0,0,2,0,2,0,0.7,Republican,Never,380.0,3.0
7380,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,1,0,0,2,0,0,0,0,0,0,0.6,Republican,Never,1133.0,8.0
7381,1,1,1,2,0,0,2,2,0,0,2,2,0,0,0,1,1,1,2,2,2,0,2,0,0,0,0,0,2,0,-1.0,Independent,Sometimes,104.0,4.0
7382,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2,2,-1.0,Democrat,Often,144.0,3.0
7383,1,1,1,1,2,2,2,2,2,2,2,2,2,2,0,1,1,1,1,2,2,2,2,2,2,0,2,2,2,0,-1.0,Democrat,Sometimes,96.0,6.0
7384,2,2,2,2,0,0,2,0,0,0,2,2,0,0,0,2,2,2,2,0,0,0,2,0,0,0,0,0,0,2,-1.0,Democrat,Sometimes,157.0,1.0
7385,1,1,0,0,2,2,1,1,2,2,2,2,2,0,0,2,2,1,1,2,1,2,2,2,0,0,2,0,2,2,-1.0,Democrat,Never,76.0,7.0
7386,1,1,1,1,2,2,2,1,2,2,2,2,2,2,0,2,1,1,0,2,2,2,1,2,2,2,0,0,2,2,-0.2,Independent,Often,89.0,4.0
7387,2,1,2,0,2,1,2,2,0,2,2,2,0,0,0,1,2,2,2,2,2,0,2,2,2,0,2,2,2,2,1.0,Republican,Hardly Ever,983.0,8.0
7388,2,2,2,1,2,2,2,2,2,0,2,2,2,0,0,2,2,2,2,1,2,2,2,2,2,2,0,0,2,2,-1.0,Independent,Hardly Ever,814.0,3.0
7389,2,2,2,0,0,0,2,2,0,0,2,2,0,0,0,2,2,2,2,2,2,0,2,2,2,2,0,0,2,0,1.0,Republican,Hardly Ever,268.0,6.0
7390,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1.0,Democrat,Hardly Ever,120.0,3.0
7391,1,1,1,1,2,2,1,1,2,2,2,2,2,0,0,2,1,2,2,2,2,2,2,2,0,2,2,0,2,2,-1.0,Democrat,Never,73.0,8.0
7392,2,2,2,2,2,0,2,2,2,0,2,2,0,0,0,2,2,2,2,2,2,0,2,2,2,0,0,0,2,2,-1.0,Independent,Often,520.0,4.0
7393,2,1,2,0,0,0,2,2,2,0,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,Republican,Hardly Ever,191.0,3.0
7394,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,Republican,Never,1984.0,5.0
7395,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,2,2,2,0,1,0,0,2,0,0,0,0,0,0,0.0,Independent,Hardly Ever,2091.0,6.0
7396,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,2,1,2,2,2,0,2,2,2,2,-0.8,Independent,Sometimes,424.0,7.0
7397,1,2,2,1,1,1,2,2,2,0,2,2,0,0,2,1,2,2,2,2,1,2,2,2,0,0,2,2,2,2,0.6,Republican,Never,58.0,7.0
7398,1,2,1,0,2,0,2,2,2,0,0,2,0,0,0,1,2,2,2,2,2,0,0,2,0,0,0,0,2,0,-1.0,Democrat,Never,243.0,7.0
7399,1,1,2,2,2,2,2,2,1,2,2,2,2,0,0,2,2,2,1,2,2,2,2,2,0,0,0,0,2,2,-1.0,Democrat,Sometimes,74.0,6.0
7400,2,2,2,2,2,2,2,2,2,0,2,2,0,0,0,1,2,2,2,2,2,0,2,2,2,0,0,2,2,2,0.6,Republican,Sometimes,143.0,4.0
7401,1,1,1,1,2,2,2,2,2,2,2,1,2,0,0,2,1,1,1,2,2,2,2,2,0,0,0,0,2,2,-1.0,Democrat,Never,75.0,8.0
7402,2,2,2,0,0,0,2,2,2,0,0,2,0,0,0,2,2,2,2,2,2,0,0,2,0,0,0,0,2,0,-1.0,Democrat,Sometimes,120.0,4.0
7403,2,2,2,2,2,1,2,2,2,2,0,0,0,0,2,1,2,1,2,2,2,2,2,2,2,0,2,2,2,2,1.0,Republican,Hardly Ever,221.0,7.0
7404,1,2,1,1,0,2,1,1,2,2,2,2,2,0,0,2,2,1,2,1,2,2,2,2,2,0,2,2,1,2,-1.0,Independent,Sometimes,149.0,6.0
7405,1,2,2,2,2,0,2,1,2,0,2,2,2,0,0,2,2,1,2,2,2,2,1,2,2,2,0,0,2,2,-1.0,Democrat,Sometimes,120.0,3.0
7406,1,2,2,0,0,0,2,2,0,0,0,2,0,0,0,2,2,2,2,2,2,0,2,0,0,0,0,0,0,0,-0.9,Independent,Sometimes,491.0,4.0
7407,1,1,1,2,2,2,1,1,2,2,1,1,0,0,0,1,1,1,2,1,1,2,2,1,1,0,0,0,2,2,-1.0,Independent,Sometimes,184.0,8.0
7408,1,2,1,1,2,0,2,2,2,2,2,2,0,0,0,2,2,1,2,2,2,2,0,2,0,0,0,0,2,0,-0.6,Independent,Sometimes,100.0,8.0
7409,2,2,2,1,1,1,1,2,2,0,1,2,0,0,0,1,2,2,2,2,2,2,0,2,2,0,2,2,2,2,0.74,Republican,Never,339.0,7.0
7410,2,2,2,2,1,1,2,2,2,2,2,2,2,0,2,1,2,2,2,1,2,2,2,2,2,0,0,0,2,0,1.0,Republican,Never,282.0,3.0
7411,2,2,2,0,2,1,0,0,0,0,0,0,0,0,0,1,2,2,0,2,2,0,0,0,0,0,0,0,0,0,1.0,Independent,Never,518.0,8.0
7412,1,1,1,1,2,2,1,1,1,2,1,1,2,0,0,2,1,1,1,1,2,1,2,1,0,0,0,2,0,1,-1.0,Democrat,Never,71.0,7.0
7413,2,2,2,0,0,0,2,2,2,0,2,2,0,0,0,2,2,2,2,2,2,0,2,2,2,0,0,2,2,2,0.0,Independent,Hardly Ever,414.0,4.0
7414,2,2,2,2,2,2,2,2,2,1,2,2,0,2,0,1,2,2,2,2,2,2,2,2,2,2,0,0,2,2,1.0,Republican,Often,1199.0,2.0
7415,2,2,2,2,2,0,2,2,2,0,2,2,0,0,0,2,2,2,2,2,2,0,1,2,2,0,0,2,2,2,-1.0,Independent,Often,581.0,4.0
7416,1,1,1,0,0,0,2,2,0,0,0,2,0,0,0,1,2,1,2,0,2,0,0,0,0,0,0,0,0,2,1.0,Republican,Sometimes,420.0,6.0
7417,2,2,2,2,2,2,2,2,0,0,2,2,0,0,0,2,2,2,2,2,2,0,0,2,0,0,0,0,2,0,0.8,Republican,Sometimes,140.0,6.0
7418,2,2,1,2,2,0,2,2,2,0,2,2,0,0,0,2,1,2,2,2,2,0,0,2,0,0,0,0,2,0,-0.7,Independent,Sometimes,272.0,4.0
7419,2,2,2,2,0,0,2,2,2,0,2,2,0,0,0,2,1,2,2,2,2,0,2,2,0,0,0,0,2,0,-1.0,Democrat,Sometimes,68.0,4.0
7420,1,1,1,0,2,0,2,2,2,0,2,2,0,0,0,2,1,1,2,2,1,0,2,2,2,0,0,0,2,0,-1.0,Democrat,Sometimes,185.0,4.0
7421,2,2,2,2,2,2,2,2,2,0,1,2,0,0,0,2,2,2,2,2,2,0,2,2,0,0,0,0,0,2,0.7,Republican,Often,264.0,6.0
7422,1,1,1,2,2,2,2,0,2,0,2,2,0,0,0,2,1,1,2,2,2,0,2,2,2,0,0,0,0,0,-1.0,Independent,Hardly Ever,229.0,8.0
7423,2,2,2,0,0,0,1,1,0,0,1,0,0,0,0,1,2,1,2,1,0,0,0,0,0,0,0,0,0,2,-0.8,Independent,Often,2491.0,3.0
7424,2,2,2,2,2,0,2,2,0,0,2,2,0,0,0,2,2,1,2,2,2,0,2,2,0,0,0,2,2,0,-0.6,Democrat,Sometimes,116.0,4.0
7425,1,1,1,1,2,2,2,2,2,0,1,2,0,0,0,1,2,1,1,2,2,0,0,2,0,0,0,2,2,0,0.6,Republican,Never,98.0,7.0
7426,1,1,1,2,1,1,2,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2,2,2,0,0,2,2,2,2,0.9,Republican,Hardly Ever,179.0,8.0
7427,1,1,1,2,2,0,2,1,2,0,2,2,0,0,0,1,1,1,0,1,1,0,2,1,1,0,0,2,2,0,-0.5,Democrat,Sometimes,72.0,6.0
7428,2,2,2,1,2,2,2,1,2,0,2,1,0,0,0,2,1,2,1,1,2,0,0,2,0,0,0,0,2,2,-1.0,Democrat,Often,76.0,7.0
7429,2,2,2,2,1,1,2,1,2,1,2,2,2,0,2,1,2,2,2,1,2,2,2,2,2,0,2,2,2,2,0.8,Independent,Never,228.0,7.0
7430,1,1,1,2,2,0,2,2,0,0,2,1,0,2,0,1,2,2,2,2,2,0,2,2,2,0,2,0,2,0,1.0,Republican,Hardly Ever,139.0,3.0
7431,2,2,2,1,2,2,1,1,2,2,2,2,2,2,0,2,2,2,2,1,2,2,2,2,2,2,1,0,2,2,-1.0,Democrat,Often,120.0,4.0
7432,2,2,2,2,2,1,2,2,2,1,2,2,2,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1.0,Republican,Often,547.0,5.0
7433,2,1,2,0,0,2,0,2,0,0,2,2,0,0,0,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0.2,Republican,Sometimes,164.0,3.0
7434,2,2,2,0,0,0,0,2,2,0,0,2,0,0,0,1,2,2,2,2,2,0,2,0,0,0,0,2,2,2,0.5,Republican,Often,164.0,1.0
7435,1,1,1,1,1,1,1,1,2,2,2,1,2,0,0,1,1,1,1,1,1,1,2,1,0,2,2,1,1,1,0.76,Republican,999,205.0,5.0
7436,2,2,1,0,2,2,0,2,2,0,2,2,0,0,0,1,2,2,2,2,2,0,0,2,0,0,0,0,2,0,0.4,Republican,Never,411.0,8.0
7437,2,1,2,2,1,1,2,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2,2,2,0,0,2,0,2,0,0.8,Republican,Never,151.0,7.0
7438,1,2,2,2,0,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,2,2,-1.0,Democrat,Hardly Ever,97.0,4.0
7439,2,2,2,2,1,1,2,2,1,1,2,2,0,2,0,1,2,2,2,1,2,2,2,0,0,0,2,2,2,0,0.7,Independent,Sometimes,198.0,6.0
7440,2,1,2,0,2,2,2,2,0,0,2,2,0,0,0,1,0,2,2,0,2,0,0,0,0,0,0,0,2,0,0.0,Independent,Never,731.0,6.0
7441,2,2,1,0,2,2,2,2,2,0,2,2,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,2,0,-0.4,Democrat,Never,363.0,8.0
7442,2,2,1,0,2,2,2,2,2,0,2,2,0,0,0,2,1,2,2,2,1,0,0,2,0,0,0,0,2,0,-1.0,Democrat,Never,317.0,7.0
7443,2,1,1,0,0,2,2,2,2,2,0,2,0,0,0,0,1,2,2,2,2,2,2,2,0,0,0,2,2,0,-1.0,Democrat,Hardly Ever,735.0,7.0
7444,1,1,1,1,2,0,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,-1.0,Independent,Never,89.0,3.0
7445,1,1,2,0,0,0,1,1,2,2,2,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,-0.2,Democrat,Hardly Ever,729.0,3.0
7446,2,2,2,2,2,2,2,2,2,0,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,1.0,Republican,Never,223.0,4.0
7447,1,1,1,2,0,2,2,2,2,0,2,2,0,0,0,1,2,2,2,2,2,0,0,2,2,0,0,2,2,2,0.6,Republican,Sometimes,185.0,6.0
7448,2,1,1,2,2,0,2,2,0,0,2,2,0,0,0,1,2,2,2,2,2,0,0,2,0,0,0,0,0,0,-0.2,Republican,Hardly Ever,101.0,7.0
7449,1,1,1,0,1,1,2,1,2,0,2,2,0,0,0,1,1,1,2,2,1,2,0,2,2,0,0,2,2,0,1.0,Republican,Often,54.0,7.0
7450,2,2,2,2,2,1,2,2,2,0,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.8,Republican,Hardly Ever,101.0,7.0
7451,2,1,1,1,2,2,2,2,2,2,1,2,2,0,0,2,2,1,1,2,2,1,2,2,0,0,2,2,2,2,-1.0,Democrat,Never,273.0,4.0
7452,1,1,1,2,1,1,1,1,1,1,2,0,0,0,2,1,2,1,2,1,2,2,0,2,2,2,1,1,1,1,0.5,Independent,Often,99.0,5.0
7453,0,2,1,2,0,0,2,2,0,0,0,2,0,0,0,0,1,2,0,0,2,2,0,0,0,0,0,0,0,0,-1.0,Independent,Sometimes,141.0,4.0
7454,1,1,2,0,0,0,2,2,2,0,0,2,0,0,0,2,2,1,2,2,2,0,2,2,2,0,0,0,2,2,1.0,Democrat,Sometimes,56.0,4.0
7455,1,1,2,0,0,0,2,2,2,0,0,2,2,0,0,2,2,2,2,2,2,0,2,2,0,0,0,0,0,0,-1.0,Independent,Never,671.0,4.0
7456,1,1,1,1,2,2,2,2,2,0,0,2,0,0,0,1,1,1,2,2,2,0,2,2,2,0,0,0,0,2,-0.1,Independent,Hardly Ever,136.0,4.0
7457,2,2,1,2,2,2,2,2,2,2,2,2,0,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-0.2,Democrat,Hardly Ever,86.0,6.0
7458,1,1,1,0,2,2,2,2,2,0,2,0,0,0,0,1,1,1,2,2,2,0,2,2,0,0,0,0,2,0,1.0,Republican,Sometimes,709.0,4.0
7459,1,1,1,0,0,0,2,1,0,0,2,2,2,2,0,1,1,2,2,2,1,0,2,2,2,0,0,2,2,0,-1.0,Democrat,Never,262.0,2.0
7460,2,2,2,2,2,2,2,1,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.0,Democrat,Sometimes,122.0,4.0
7461,2,2,2,2,2,2,2,2,0,0,2,2,0,2,0,1,2,2,2,2,2,2,2,2,0,2,0,2,2,0,1.0,Republican,Hardly Ever,223.0,4.0
7462,2,2,2,2,2,0,1,0,1,2,2,2,2,2,0,2,1,1,2,2,1,1,2,2,0,2,2,0,2,2,-1.0,Democrat,Sometimes,84.0,5.0
7463,2,2,2,0,2,2,2,2,2,0,2,2,0,0,0,1,1,1,2,2,2,0,0,2,0,0,0,0,2,0,1.0,Republican,Never,185.0,6.0
7464,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,2,2,2,2,2,2,2,2,2,0,2,2,0,0,0.9,Republican,Never,179.0,8.0
7465,2,2,2,2,1,0,2,2,2,2,2,2,0,0,0,1,2,2,2,2,1,2,2,2,0,0,2,2,2,0,-0.8,Republican,Never,101.0,7.0
7466,1,1,1,1,2,0,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,1,2,2,0,1,2,2,1,2,-1.0,Democrat,Never,72.0,6.0
7467,1,1,1,2,1,1,1,1,2,2,2,2,0,0,0,1,2,2,2,2,2,1,2,2,0,0,2,0,0,0,1.0,Republican,Sometimes,101.0,7.0
7468,2,1,1,2,2,0,0,2,2,0,2,2,0,0,0,2,2,2,2,2,2,0,2,2,0,0,0,0,2,0,-0.4,Republican,Hardly Ever,234.0,4.0
7469,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,1,2,2,2,2,1,2,2,0,0,2,2,2,-0.8,Independent,Never,163.0,4.0
7470,2,1,2,2,0,0,2,2,2,0,0,2,0,0,0,2,2,2,2,1,2,0,2,2,0,0,0,0,0,0,1.0,Independent,Often,173.0,4.0
7471,2,2,2,2,1,1,2,2,2,2,2,2,0,0,2,1,2,2,2,2,2,2,0,2,2,0,2,2,2,0,0.9,Republican,Hardly Ever,104.0,5.0
7472,2,2,1,2,1,2,2,1,2,2,2,2,0,0,2,1,2,2,2,1,1,0,2,2,2,0,2,2,2,2,0.4,Republican,Hardly Ever,92.0,7.0
7473,2,2,2,2,2,2,2,2,2,0,2,2,0,0,0,2,2,2,2,2,2,0,2,2,2,0,0,0,2,2,0.4,Independent,Hardly Ever,136.0,2.0
7474,2,0,2,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Independent,Sometimes,1152.0,4.0
7475,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,1,2,2,2,2,0,0,0,2,2,0,2,0,0,0,0.4,Republican,Sometimes,455.0,8.0
7476,2,2,2,1,2,2,1,1,2,2,2,1,2,2,0,1,2,1,2,2,2,2,2,2,0,2,2,0,2,2,-0.2,Independent,Never,163.0,3.0
7477,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,2,2,2,2,2,2,2,0,0,0,2,2,0.8,Republican,Often,248.0,3.0
7478,1,2,1,0,2,0,2,2,0,2,2,2,0,0,0,2,2,2,2,2,2,0,2,2,0,0,0,0,2,0,-1.0,Democrat,Never,155.0,8.0
7479,2,2,2,2,2,0,2,2,2,2,2,2,0,0,0,2,2,2,0,2,2,0,2,2,0,0,0,0,2,2,0.0,Republican,Hardly Ever,373.0,4.0
7480,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-0.96,Independent,Hardly Ever,160.0,3.0
7481,2,2,2,2,2,1,2,2,0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,0,2,2,0,2,0.8,Republican,Hardly Ever,264.0,6.0
7482,2,2,2,2,2,1,2,2,2,0,2,2,0,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,1.0,Republican,Sometimes,244.0,5.0
7483,1,1,1,2,2,0,2,2,2,0,2,2,0,0,0,2,2,2,2,2,2,0,2,2,2,0,0,2,2,0,0.2,Republican,Sometimes,230.0,4.0
7484,2,2,2,2,2,1,2,2,0,1,2,2,0,0,2,1,2,2,2,2,2,2,2,2,2,0,0,2,2,0,0.8,Republican,Sometimes,423.0,6.0
7485,0,2,2,2,0,0,2,2,2,0,2,2,0,0,0,1,2,2,2,2,2,0,2,0,0,0,0,0,2,0,0.2,Republican,Sometimes,281.0,1.0
7486,2,2,0,2,1,1,2,2,0,1,2,2,2,0,1,1,2,0,1,1,2,2,2,2,2,0,2,2,1,0,0.96,Independent,Never,190.0,8.0
7487,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,-0.98,Democrat,Often,67.0,3.0
7488,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-1.0,Independent,Never,1330.0,4.0
7489,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,1,1,2,1,2,2,2,2,2,0,1,2,-0.5,Independent,Never,342.0,3.0
